cod_i;cod_m;muni;esta;ano_;prest;servç;natur;G06A _ População urbana residente do(s) município(s) com abastecimento de água;G06B _ População urbana residente do(s) município(s) com esgotamento sanitário;G12A _ População total residente do(s) município(s) com abastecimento de água, segundo o IBGE;G12B _ População total residente do(s) município(s) com esgotamento sanitário, segundo o IBGE;POP_TOT _ População total do município (Fonte: IBGE):;POP_URB _ População urbana do município (Fonte: IBGE);AG001 _ População total atendida com abastecimento de água;AG026 _ População urbana atendida com abastecimento de água;ES001 _ População total atendida com esgotamento sanitário;ES026 _ População urbana atendida com esgotamento sanitário;IN015_AE _ Índice de coleta de esgoto;IN016_AE _ Índice de tratamento de esgoto;IN023_AE _ Índice de atendimento urbano de água;IN024_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE _ Índice de esgoto tratado referido à água consumida;IN047_AE _ Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN055_AE _ Índice de atendimento total de água;IN056_AE _ Índice de atendimento total de esgoto referido aos municípios atendidos com água
3506201;350620;Bento De Abreu;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35062040] PREFEITURA MUNICIPAL DE BENTO DE ABREU - 8411600;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.72;2.72;2.98;2.98;2.98;2.72;2.79;2.72;2.78;2.72;100,00;100,00;100,00;100,00;100,00;100,00;93,72;93,32
3506300;350630;Bernardino De Campos;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;9.99;9.99;11.15;11.15;11.15;9.99;10.35;9.99;10.24;9.99;100,00;100,00;100,00;100,00;100,00;100,00;92,84;91,84
3506359;350635;Bertioga;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35063540] Secretaria de Serviços Urbanos - SU;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;62.22;62.22;63.25;63.25;63.25;62.22;46.34;46.34;31.71;31.71;60,43;100,00;74,50;50,96;60,43;50,96;73,27;50,13
3506409;350640;Bilac;SP;2019;[35064011] Prefeitura Municipal de Bilac - PMB | [35064040] Departamento de Obras e Limpeza Pública - DOLP;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;7.39;7.39;8.03;8.03;8.03;7.39;8.03;7.39;7.84;7.39;86,54;100,00;100,00;100,00;86,54;100,00;100,00;97,55
3506508;350650;Birigui;SP;2019;[35065011] Prefeitura Municipal de Birigui - PMB | [35065040] Prefeitura Municipal de Birigui - PMB;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;119.95;119.95;123.64;123.64;123.64;119.95;123.64;119.95;123.64;119.95;98,71;100,00;100,00;100,00;98,71;100,00;100,00;100,00
3506607;350660;Biritiba-Mirim;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35066040] Secretaria Municipal de Obras, Planejamento Urbano e Serviços - SEMOPUS;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Empresa pública;27.98;27.98;32.60;32.60;32.60;27.98;18.05;18.05;15.85;15.85;69,58;99,40;64,50;56,66;69,16;56,66;55,37;48,63
3506706;350670;Boa Esperança Do Sul;SP;2019;;;;0.00;0.00;0.00;0.00;14.92;13.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
3506805;350680;Bocaina;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35068040] Diretoria de Agricultura e Meio Ambiente - DAMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;11.36;11.36;12.33;12.33;12.33;11.36;12.33;11.36;12.29;11.36;99,09;100,00;100,00;100,00;99,09;100,00;100,00;99,72
3506904;350690;Bofete;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35069040] Prefeitura Municipal de Bofete - PMB;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;7.48;7.48;11.73;11.73;11.73;7.48;6.95;6.95;6.28;6.28;92,46;100,00;93,00;83,91;92,46;83,91;59,28;53,50
3507001;350700;Boituva;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35070040] SECRETARIA DE MEIO AMBIENTE E AGRICULTURA - SMAA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;57.38;57.38;61.00;61.00;61.00;57.38;52.63;52.63;45.42;45.42;73,54;100,00;91,70;79,15;73,54;79,15;86,29;74,46
3507100;350710;Bom Jesus Dos Perdões;SP;2019;[35071011] Prefeitura Municipal de Bom Jesus dos Perdoes - PMBJP | [35071040] Prefeitura Municipal de Bom Jesus Dos Perdões - PMBJP;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;22.44;22.44;25.45;25.45;25.45;22.44;22.41;21.29;22.10;22.10;58,04;0,00;94,90;98,49;0,00;98,49;88,05;86,84
3507159;350715;Bom Sucesso De Itararé;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35071540] Prefeitura Municipal de Bom Sucesso de Itararé - PMBSI;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.69;2.69;3.95;3.95;3.95;2.69;2.28;2.28;2.18;2.18;95,20;100,00;84,80;81,01;95,20;81,01;57,74;55,13
3507209;350720;Borá;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35072040] Prefeitura Municipal Bora - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;652.00;652.00;837.00;837.00;837.00;652.00;837.00;652.00;835.00;652.00;100,00;100,00;100,00;100,00;100,00;100,00;100,00;99,76
3507308;350730;Boracéia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35073040] Prefeitura Municipal de Boracéia - SP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.33;4.33;4.82;4.82;4.82;4.33;4.82;4.33;4.82;4.33;100,00;100,00;100,00;100,00;100,00;100,00;100,00;100,00
3507407;350740;Borborema;SP;2019;[35074011] Prefeitura Municipal de Borborema - PMB | [35074040] Prefeitura Municipal de Borborema - PM;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;14.46;14.46;16.05;16.05;16.05;14.46;14.46;14.46;14.46;14.46;79,75;100,00;100,00;100,00;79,75;100,00;90,13;90,13
3507456;350745;Borebi;SP;2019;[35074540] Prefeitura Municipal de Borebi - PMB;Res. Sólidos;Administração pública direta;0.00;0.00;0.00;0.00;2.65;2.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
3507506;350750;Botucatu;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35075040] Secretaria de Infraestrutura Municipal - SIM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;141.15;141.15;146.50;146.50;146.50;141.15;146.50;141.15;143.65;141.15;92,13;100,00;100,00;100,00;92,13;100,00;100,00;98,06
3507605;350760;Bragança Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35076040] Secretaria Municipal de Serviços - SMS;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;163.51;163.51;168.67;168.67;168.67;163.51;162.70;162.70;146.85;146.85;70,49;100,00;99,50;89,81;70,49;89,81;96,46;87,06
3507704;350770;Braúna;SP;2019;[35077011] Serviço Autônomo de Saneamento Ambiental de Braúna - SASB | [35077040] Serviço Autônomo de Saneamento Ambiental de Braúna - SASB;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;4.97;4.97;5.69;5.69;5.69;4.97;4.96;4.86;4.86;4.86;82,72;100,00;97,80;97,83;82,72;97,83;87,28;85,53
3507753;350775;Brejo Alegre;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35077540] MUNICÍPIO DE BREJO ALEGRE - SP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.35;2.35;2.87;2.87;2.87;2.35;2.60;2.35;2.19;2.19;85,14;100,00;100,00;93,27;85,14;93,27;90,58;76,47
3507803;350780;Brodowski;SP;2019;[35078011] Serviço Autônomo de Água e Esgoto de Brodowski - SAAEB;Água e Esgoto;Autarquia;24.34;24.34;24.94;24.94;24.94;24.34;24.79;24.00;24.69;24.00;86,97;100,00;98,60;98,61;86,97;98,61;99,41;99,01
3507902;350790;Brotas;SP;2019;[35079011] Serviço Autônomo de Água e Esgoto de Brotas - SAAEB | [35079040] Secretaria Municipal de Meio Ambiente - SMAB;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;21.03;21.03;24.40;24.40;24.40;21.03;24.40;21.03;23.40;21.03;100,00;100,00;100,00;100,00;100,00;100,00;100,00;95,90
3508009;350800;Buri;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35080040] Prefeitura muncipal de Buri - SP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;16.05;16.05;19.88;19.88;19.88;16.05;17.22;16.05;15.92;15.92;96,24;100,00;100,00;99,18;96,24;99,18;86,65;80,10
3508108;350810;Buritama;SP;2019;[35081011] Serviço Autônomo de Água e Esgoto e Meio Ambiente de Buritama - SAAEMB | [35081040] SAAEMB - SERV. AUT. DE ÁGUA, ESGOTO E MEIO AMB. DO MUNIC. DE BURITAMA - SAAEMB;Água e Esgoto | Res. Sólidos;Autarquia | Autarquia;16.15;16.15;17.14;17.14;17.14;16.15;17.14;16.15;17.14;16.15;82,21;100,00;100,00;100,00;82,21;100,00;100,00;100,00
3508207;350820;Buritizal;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;3.66;3.66;4.48;4.48;4.48;3.66;3.68;3.66;3.67;3.66;100,00;100,00;100,00;100,00;100,00;100,00;82,21;81,86
3508306;350830;Cabrália Paulista;SP;2019;[35083011] Prefeitura Municipal de Cabrália Paulista - PMCP;Água e Esgoto;Administração pública direta;3.69;3.69;4.26;4.26;4.26;3.69;3.78;3.69;3.78;3.69;87,29;100,00;100,00;100,00;87,29;100,00;88,63;88,63
3508405;350840;Cabreúva;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35084040] Prefeitura de Cabreúva - PMC;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;42.13;42.13;49.71;49.71;49.71;42.13;37.62;37.62;32.74;32.74;71,27;100,00;89,30;77,72;71,27;77,72;75,68;65,87
3508504;350850;Caçapava;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35085040] Secretaria de Obras e Serviços Municipais - SOSM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;80.66;80.66;94.26;94.26;94.26;80.66;94.26;80.66;89.84;80.66;83,66;99,31;100,00;100,00;83,08;100,00;100,00;95,30
3508603;350860;Cachoeira Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35086040] prefeitura municipal de cachoeira paulista - cp;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;27.21;27.21;33.33;33.33;33.33;27.21;32.18;27.21;29.30;27.21;83,64;100,00;100,00;100,00;83,64;100,00;96,57;87,92
3508702;350870;Caconde;SP;2019;[35087011] Prefeitura Municipal de Caconde - PMC | [35087040] PREFEITURA DA ESTÂNCIA CLIMÁTICA DE CACONDE - PMC;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;12.94;12.94;18.99;18.99;18.99;12.94;13.21;12.64;13.21;12.64;50,19;0,00;97,60;97,64;0,00;97,64;69,57;69,57
3508801;350880;Cafelândia;SP;2019;[35088011] Prefeitura Municipal de Cafelândia - PMC;Água e Esgoto;Administração pública direta;15.43;15.43;17.77;17.77;17.77;15.43;15.43;15.43;15.43;15.43;95,81;0,00;100,00;100,00;0,00;100,00;86,87;86,87
3508900;350890;Caiabu;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;3.41;3.41;4.19;4.19;4.19;3.41;3.59;3.41;3.23;3.23;92,86;100,00;100,00;94,52;92,86;94,52;85,56;76,95
3509007;350900;Caieiras;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35090040] Prefeitura Municipal de Caieiras - PMC;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;98.96;98.96;101.47;101.47;101.47;98.96;99.13;98.96;78.91;78.91;61,92;0,00;100,00;79,74;0,00;79,74;97,70;77,77
3509106;350910;Caiuá;SP;2019;[35091011] Prefeitura Municipal de Caiuá - PMC | [35091040] Prefeitura Municipal de Caiuá - PMC;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;2.25;2.25;5.87;5.87;5.87;2.25;5.87;2.25;2.67;2.25;100,00;0,00;100,00;100,00;0,00;100,00;100,00;45,45
3509205;350920;Cajamar;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35092040] Prefeitura do Município de Cajamar - PMC;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;75.26;75.26;76.80;76.80;76.80;75.26;76.80;75.26;71.18;71.18;60,42;0,00;100,00;94,59;0,00;94,59;100,00;92,68
3509254;350925;Cajati;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35092540] Prefeitura Municipal de Cajati - PMC;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;20.85;20.85;28.55;28.55;28.55;20.85;22.97;20.85;18.18;18.18;78,96;100,00;100,00;87,22;78,96;87,22;80,44;63,69
3509304;350930;Cajobi;SP;2019;[35093011] Serviço Municipal Autônomo de Água e Esgoto - SEMAE | [35093040] Prefeitura Municipal de Cajobi - PM;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;9.86;9.86;10.54;10.54;10.54;9.86;10.52;9.81;10.52;9.81;100,00;0,00;99,50;99,52;0,00;99,52;99,79;99,79
3509403;350940;Cajuru;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;23.28;23.28;26.17;26.17;26.17;23.28;23.98;23.28;23.78;23.28;95,10;100,00;100,00;100,00;95,10;100,00;91,64;90,89
3509452;350945;Campina Do Monte Alegre;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35094540] prefeitura municipal - CCO13;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;5.10;5.10;6.02;6.02;6.02;5.10;5.52;5.10;4.52;4.52;90,72;100,00;100,00;88,76;90,72;88,76;91,68;75,10
3509502;350950;Campinas;SP;2019;[35095011] Sociedade de Abastecimento de Água e Saneamento - SANASA | [35095040] Departamento de Limpeza Urbana - DLU;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;1.183.368;1.183.368;1.204.073;1.204.073;1.204.073;1.183.368;1.181.105;1.181.105;1.139.736;1.139.736;79,76;89,25;99,80;96,31;71,18;96,31;98,09;94,66
3509601;350960;Campo Limpo Paulista;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;84.65;84.65;84.65;84.65;84.65;84.65;67.15;67.15;53.80;53.80;78,07;98,21;79,30;63,55;76,68;63,55;79,33;63,55
3509700;350970;Campos Do Jordão;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35097040] Secretaria de Serviços Públicos - SERPU;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;51.76;51.76;52.09;52.09;52.09;51.76;32.11;32.11;27.46;27.46;78,08;100,00;62,00;53,05;78,08;53,05;61,64;52,72
3509809;350980;Campos Novos Paulista;SP;2019;[35098011] Prefeitura Municipal de Campos Novos Paulista - PMCNP | [35098040] Prefeitura Municipal de Campos Novos Paulista - CNP;Água e Esgoto | Res. Sólidos;Administração pública direta | Administração pública direta;3.86;3.86;4.97;4.97;4.97;3.86;4.93;3.77;4.93;3.77;25,80;31,98;97,60;97,69;17,20;97,69;99,34;99,34
3509908;350990;Cananéia;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Água e Esgoto;Sociedade de economia mista com administração pública;10.70;10.70;12.54;12.54;12.54;10.70;10.64;10.64;8.70;8.70;81,55;100,00;99,40;81,32;81,55;81,32;84,83;69,41
3509957;350995;Canas;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35099540] Prefeitura Municipal de Canas - SP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;4.77;4.77;5.14;5.14;5.14;4.77;4.80;4.77;4.30;4.30;77,96;100,00;100,00;90,17;77,96;90,17;93,46;83,69
3510005;351000;Cândido Mota;SP;2019;[35100011] Serviço Autônomo de Água e Esgoto - SAAE | [35100040] Secretária de Agricultura e Meio Ambiente - SEAMA;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;29.41;29.41;31.28;31.28;31.28;29.41;29.27;29.27;29.20;29.20;94,20;100,00;99,50;99,29;94,20;99,29;93,57;93,35
3510104;351010;Cândido Rodrigues;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35101040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;2.25;2.25;2.79;2.79;2.79;2.25;2.44;2.25;2.42;2.25;100,00;100,00;100,00;100,00;100,00;100,00;87,43;86,54
3510153;351015;Canitar;SP;2019;;;;0.00;0.00;0.00;0.00;5.22;4.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
3510203;351020;Capão Bonito;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35102040] Secretaria Municipal de Agropecuária, Obras e Meio Ambiente - SMAOMA;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;38.61;38.61;47.14;47.14;47.14;38.61;43.26;38.61;38.78;38.61;90,46;100,00;100,00;100,00;90,46;100,00;91,78;82,26
3510302;351030;Capela Do Alto;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35103040] Prefeitura Municipal - PM;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;17.15;17.15;20.71;20.71;20.71;17.15;18.01;17.15;13.46;13.46;68,18;100,00;100,00;78,48;68,18;78,48;86,96;65,01
3510401;351040;Capivari;SP;2019;[35104011] Serviço Autônomo de Água e Esgoto - SAAE | [35104040] Prefeitura Municipal de Capivari - PMC;Água e Esgoto | Res. Sólidos;Autarquia | Administração pública direta;52.70;52.70;55.77;55.77;55.77;52.70;52.70;52.70;50.30;50.30;86,62;38,30;100,00;95,45;33,18;95,45;94,50;90,20
3510500;351050;Caraguatatuba;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35105040] Secretaria Municipal de Serviços Públicos de Caraguatatuba - SESEP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;116.51;116.51;121.53;121.53;121.53;116.51;99.06;99.06;83.91;83.91;85,54;100,00;85,00;72,02;85,54;72,02;81,51;69,04
3510609;351060;Carapicuíba;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35106040] PREFEITURA DO MUNICÍPIO DE CARAPICUÍBA - SELIMP;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;400.93;400.93;400.93;400.93;400.93;400.93;400.93;400.93;334.10;334.10;56,72;51,56;100,00;83,33;29,25;83,33;100,00;83,33
3510708;351070;Cardoso;SP;2019;[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35107040] PREFEITURA MUNICIPAL DE CARDOSO - PMC;Água e Esgoto | Res. Sólidos;Sociedade de economia mista com administração pública | Administração pública direta;11.20;11.20;12.33;12.33;12.33;11.20;12.33;11.20;11.41;11.20;93,92;100,00;100,00;100,00;93,92;100,00;100,00;92,59
3510807;351080;Casa Branca;SP;2019;[35108012] Águas de Casa Branca SPE Ltda. - ACB | [35108040] Prefeitura Municipal de Casa Branca - MMF;Água e Esgoto | Res. Sólidos;Empresa privada | Administração pública direta;24.85;24.85;30.38;30.38;30.38;24.85;30.38;24.85;30.38;24.85;100,00;94,13;100,00;100,00;100,00;100,00;100,00;100,00
